"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles";"Inchi";"Withdrawn Flag";"Orphan"
"CHEMBL407";"FLUMAZENIL";"ANEXATE|FLUMAZENIL|FLUMAZEPIL|Flumazepil|LANEXAT|MAZICON|Mazicon|NSC-759193|RO 15-1788/000|RO-15-1788|RO-151788|RO-151788000|RO-1722|RO-41-8157|ROMAZICON";"NSC-759193|RO 15-1788/000|RO-15-1788|RO-151788|RO-151788000|RO-1722|RO-41-8157";"4.0";"Dr Reddys Laboratories Ltd|Sagent Pharmaceuticals Inc|Hikma Pharmaceuticals Usa Inc|Rising Pharma Holding Inc|Baxter Healthcare Corp|Fresenius Kabi Usa Llc|Hoffmann La Roche Inc|Hikma Farmaceutica (Portugal) Sa|Sandoz Inc";"'-azenil'";"1987";"benzodiazepine receptor agonists/antagonists";"'-azenil(-azenil)'";"1991";"V03AB25";"V03AB - Antidotes";"V03A - ALL OTHER THERAPEUTIC PRODUCTS";"V03 - ALL OTHER THERAPEUTIC PRODUCTS";"V - VARIOUS";"Antagonist (to benzodiazepine)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"1";"0";"1";"Prescription Only";"CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2";"InChI=1S/C15H14FN3O3/c1-3-22-15(21)13-12-7-18(2)14(20)10-6-9(16)4-5-11(10)19(12)8-17-13/h4-6,8H,3,7H2,1-2H3";"False";"0"
"CHEMBL565";"CLOFIBRATE";"ATROMID-S|AY-61123|CHLORFENISATE|CLOFIBRATE|CLOFIBRATO|ETHYL P-CHLOROPHENOXYISOBUTYRATE|ICI 28257|ICI-28257|NSC-79389";"AY-61123|ICI 28257|ICI-28257|NSC-79389";"4.0";"Usl Pharma Llc|Banner Pharmacaps Inc|Watson Laboratories Inc|Teva Pharmaceuticals Usa Inc|Wyeth Ayerst Laboratories|Sandoz Inc";"'-fibrate'";"1963";"antihyperlipidemics (clofibrate type)";"'-fibrate(-fibrate)'";"1967";"C10AB01";"C10AB - Fibrates";"C10A - LIPID MODIFYING AGENTS, PLAIN";"C10 - LIPID MODIFYING AGENTS";"C - CARDIOVASCULAR SYSTEM";"Antihyperlipidemic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"1";"1";"0";"0";"0";"Discontinued";"CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1";"InChI=1S/C12H15ClO3/c1-4-15-11(14)12(2,3)16-10-7-5-9(13)6-8-10/h5-8H,4H2,1-3H3";"False";"0"
"CHEMBL14370";"REBOXETINE";"EDRONAX|REBOXETINA|REBOXETINE";"";"4.0";"";"'-oxetine'";"1997";"antidepressants (fluoxetine type)";"'-oxetine(-oxetine)'";"1997";"N06AX18";"N06AX - Other antidepressants";"N06A - ANTIDEPRESSANTS";"N06 - PSYCHOANALEPTICS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"0";"Unknown";"CCOc1ccccc1OC(c1ccccc1)C1CNCCO1";"InChI=1S/C19H23NO3/c1-2-21-16-10-6-7-11-17(16)23-19(15-8-4-3-5-9-15)18-14-20-12-13-22-18/h3-11,18-20H,2,12-14H2,1H3";"False";"0"
"CHEMBL1112";"ARIPIPRAZOLE";"ABILIFY|ABILIFY MAINTENA|ABILIFY MAINTENA KIT|ABILIFY MYCITE|ABILIFY MYCITE KIT|ARIPIPRAZOL|ARIPIPRAZOLE|ARIPIPREX|Aripiprazole Mylan Pharma (previously Aripiprazole Pharmathen)|NSC-759266|OPC-14597|OPC-31";"NSC-759266|OPC-14597|OPC-31";"4.0";"Square Pharmaceuticals Ltd|Otsuka Pharmaceutical Co Ltd|Aurobindo Pharma Ltd|Prinston Pharmaceutical Inc|Hetero Labs Ltd Unit V|Alkem Laboratories Ltd|Sunshine Lake Pharma Co Ltd|Apotex Inc|Lannett Co Inc|Macleods Pharmaceuticals Ltd";"'-prazole'";"1997";"antiulcer agents (benzimidazole derivatives)";"'-prazole(-prazole)'";"2002";"N05AX12";"N05AX - Other antipsychotics";"N05A - ANTIPSYCHOTICS";"N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM";"Antipsychotic; Antischizophrenic";"US-7115587-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"0";"1";"Prescription Only";"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1";"InChI=1S/C23H27Cl2N3O2/c24-19-4-3-5-21(23(19)25)28-13-11-27(12-14-28)10-1-2-15-30-18-8-6-17-7-9-22(29)26-20(17)16-18/h3-6,8,16H,1-2,7,9-15H2,(H,26,29)";"False";"0"
"CHEMBL2110816";"BUTRIPTYLINE";"BUTRIPTILINA|BUTRIPTYLINE|EVADENE|EVADYNE";"";"4.0";"";"'-triptyline'";"1965";"antidepressants (dibenzol[a,d]cycloheptane derivatives)";"'-triptyline(-triptyline)'";"";"N06AA15";"N06AA - Non-selective monoamine reuptake inhibitors";"N06A - ANTIDEPRESSANTS";"N06 - PSYCHOANALEPTICS";"N - NERVOUS SYSTEM";"Antidepressant";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC(CC1c2ccccc2CCc2ccccc21)CN(C)C";"InChI=1S/C21H27N/c1-16(15-22(2)3)14-21-19-10-6-4-8-17(19)12-13-18-9-5-7-11-20(18)21/h4-11,16,21H,12-15H2,1-3H3";"False";"0"
"CHEMBL495";"ALPROSTADIL";"ALPROSTADIL|CAVERJECT|CAVERJECT IMPULSE|EDEX|NSC-165559|ONO-1608|PGE1|PROSTAGLANDIN E1|PROSTIN VR|PROSTIN VR PEDIATRIC|U-10,136|U-10136|VIRIDAL 10|VIRIDAL 20|VIRIDAL 5|VIRIDAL DUO|VITAROS";"NSC-165559|ONO-1608|U-10,136|U-10136";"4.0";"Hong Kong King Friend Industrial Co Ltd|Mylan Specialty Lp|Hikma Pharmaceuticals Usa Inc|Auxilium Pharmaceuticals Llc|Pfizer Inc";"'-dil; -prost-'";"1977";"vasodilators (undefined group); prostaglandins";"'-dil(-dil); -prost-(-prost-)'";"1981";"G04BE01 | C01EA01";"G04BE - Drugs used in erectile dysfunction | C01EA - Prostaglandins";"G04B - UROLOGICALS | C01E - OTHER CARDIAC PREPARATIONS";"G04 - UROLOGICALS | C01 - CARDIAC THERAPY";"G - GENITO URINARY SYSTEM AND SEX HORMONES | C - CARDIOVASCULAR SYSTEM";"Vasodilator";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"1";"1";"1";"Prescription Only";"CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O";"InChI=1S/C20H34O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h12-13,15-17,19,21,23H,2-11,14H2,1H3,(H,24,25)/b13-12+/t15-,16+,17+,19+/m0/s1";"False";"0"
"CHEMBL3707247";"OZANIMOD";"OZANIMOD|RPC-1063|RPC1063";"RPC-1063|RPC1063";"4.0";"Celgene International Ii Sarl";"'-imod'";"2015";"immunomodulators";"'-imod(-imod)'";"2020";"L04AA38";"L04AA - Selective immunosuppressants";"L04A - IMMUNOSUPPRESSANTS";"L04 - IMMUNOSUPPRESSANTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"US-8481573-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N";"InChI=1S/C23H24N4O3/c1-14(2)29-21-9-6-15(12-16(21)13-24)23-26-22(27-30-23)19-5-3-4-18-17(19)7-8-20(18)25-10-11-28/h3-6,9,12,14,20,25,28H,7-8,10-11H2,1-2H3/t20-/m0/s1";"False";"0"
"CHEMBL1201794";"RIBOFLAVIN 5'-PHOSPHATE";"E101a|FLAVIN MONONUCLEOTIDE|PHOTREXA|PHOTREXA VISCOUS IN DEXTRAN 20%|RIBOFLAVIN 5'-PHOSPHATE|RIBOFLAVIN PHOSPHATE|VITAMIN B2 PHOSPHATE";"";"4.0";"Sandoz Canada Inc|Watson Laboratories Inc|Teligent Pharma Inc|Abraxis Pharmaceutical Products|Hoffmann La Roche Inc|Hospira Inc|Glaukos Corp";"";"";"";"";"1985";"";"";"";"";"";"Vitamin";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"1";"0";"Prescription Only";"Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C";"InChI=1S/C17H21N4O9P/c1-7-3-9-10(4-8(7)2)21(15-13(18-9)16(25)20-17(26)19-15)5-11(22)14(24)12(23)6-30-31(27,28)29/h3-4,11-12,14,22-24H,5-6H2,1-2H3,(H,20,25,26)(H2,27,28,29)/t11-,12+,14-/m0/s1";"False";"0"
"CHEMBL2220442";"FLUVASTATIN";"FLUVAS|FLUVASTATIN|FLUVASTATINA|FLUVASTATINE|NSC-758896";"NSC-758896";"4.0";"Mylan Pharmaceuticals Inc|Teva Pharmaceuticals Usa|Beijing Sciecure Pharmaceutical Co Ltd|Mylan Pharmaceuticals Inc.|Sandoz Inc|Novartis Pharmaceuticals Corp";"'-stat-'";"1989";"enzyme inhibitors: antihyperlipidemics (HMG-CoA inhibitors)";"'-stat-(-stat- (-statin))'";"1993";"C10AA04";"C10AA - HMG CoA reductase inhibitors";"C10A - LIPID MODIFYING AGENTS, PLAIN";"C10 - LIPID MODIFYING AGENTS";"C - CARDIOVASCULAR SYSTEM";"Antihyperlipidemic; Inhibitor (HMG-CoA reductase)";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"0";"Prescription Only";"CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21";"InChI=1S/C24H26FNO4/c1-15(2)26-21-6-4-3-5-20(21)24(16-7-9-17(25)10-8-16)22(26)12-11-18(27)13-19(28)14-23(29)30/h3-12,15,18-19,27-28H,13-14H2,1-2H3,(H,29,30)/b12-11+";"False";"0"
"CHEMBL488";"AMINOGLUTETHIMIDE";"AMINOGLUTETHIMIDE|AMINOGLUTETIMIDA|Aminoglutethimide|CYTADREN|Cytadren|NSC-330915|ORIMETEN";"NSC-330915";"4.0";"Novartis Pharmaceuticals Corp";"";"";"";"";"1980";"L02BG01";"L02BG - Aromatase inhibitors";"L02B - HORMONE ANTAGONISTS AND RELATED AGENTS";"L02 - ENDOCRINE THERAPY";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"Adrenocortical Suppressant; Antineoplastic";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"0";"Discontinued";"CCC1(c2ccc(N)cc2)CCC(=O)NC1=O";"InChI=1S/C13H16N2O2/c1-2-13(8-7-11(16)15-12(13)17)9-3-5-10(14)6-4-9/h3-6H,2,7-8,14H2,1H3,(H,15,16,17)";"False";"0"
"CHEMBL27193";"DILEVALOL";"(R,R)-LABETALOL|DILEVALOL|LABETALOL (R,R)-FORM";"";"4.0";"";"'-alol'";"1984";"combined alpha and beta blockers";"'-alol(-alol)'";"1990";"";"";"";"";"";"Anti-Adrenergic (beta-receptor); Antihypertensive";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Withdrawn";"C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1";"InChI=1S/C19H24N2O3/c1-13(7-8-14-5-3-2-4-6-14)21-12-18(23)15-9-10-17(22)16(11-15)19(20)24/h2-6,9-11,13,18,21-23H,7-8,12H2,1H3,(H2,20,24)/t13-,18+/m1/s1";"True";"0"
"CHEMBL4301898";"E133";"";"";"4.0";"Dutch Ophthalmic Research Center International Bv";"";"";"";"";"2019";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"1";"0";"Prescription Only";"CCOc1ccc(Nc2ccc(/C(=C3/C=C/C(=[N+](/CC)Cc4cccc(S(=O)(=O)[O-])c4)C=C3C)c3ccc(N(CC)Cc4cccc(S(=O)(=O)O)c4)cc3C)cc2)cc1";"InChI=1S/C47H49N3O7S2/c1-6-49(31-35-11-9-13-43(29-35)58(51,52)53)40-21-25-45(33(4)27-40)47(37-15-17-38(18-16-37)48-39-19-23-42(24-20-39)57-8-3)46-26-22-41(28-34(46)5)50(7-2)32-36-12-10-14-44(30-36)59(54,55)56/h9-30H,6-8,31-32H2,1-5H3,(H2,51,52,53,54,55,56)";"False";"0"
"CHEMBL2110573";"INDIUM OXYQUINOLINE";"";"";"4.0";"Bwxt Itg Canada Inc|Ge Healthcare";"";"1984";"";"";"1985";"";"";"";"";"";"Diagnostic Aid; Radioactive Agent";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"1";"0";"0";"Prescription Only";"";"";"False";"0"
"CHEMBL1584";"PIPERACETAZINE";"NSC-760067|PC-1421|PIPERACETAZINA|PIPERACETAZINE|QUIDE";"NSC-760067|PC-1421";"4.0";"Dow Pharmaceutical Corp Sub Dow Chemical Co";"";"1962";"";"";"1969";"";"";"";"";"";"Antipsychotic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Discontinued";"CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2";"InChI=1S/C24H30N2O2S/c1-18(28)20-7-8-24-22(17-20)26(21-5-2-3-6-23(21)29-24)13-4-12-25-14-9-19(10-15-25)11-16-27/h2-3,5-8,17,19,27H,4,9-16H2,1H3";"False";"0"
"CHEMBL1200647";"CANDICIDIN";"CANDICIDIN|CANDICIDINA|CANDICIDINE|VANOBID";"";"4.0";"Sanofi Aventis Us Llc";"'-cidin'";"1965";"natural antibiotics (undefined group)";"'-cidin(-cidin)'";"1982";"G01AA04";"G01AA - Antibiotics";"G01A - ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS";"G01 - GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS";"G - GENITO URINARY SYSTEM AND SEX HORMONES";"Antifungal";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"0";"0";"1";"0";"Discontinued";"CC1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)CC(O)CC(O)CC(=O)CCCC(=O)CC(=O)OC1C(C)CC(C)C(O)CC(=O)c1ccc(N)cc1";"InChI=1S/C59H84N2O18/c1-35-18-15-13-11-9-7-5-6-8-10-12-14-16-21-47(78-59-56(74)54(61)55(73)38(4)77-59)33-51(71)53(58(75)76)50(70)31-46(67)30-45(66)29-44(65)28-43(64)27-41(62)19-17-20-42(63)32-52(72)79-57(35)37(3)26-36(2)48(68)34-49(69)39-22-24-40(60)25-23-39/h5-16,18,21-25,35-38,43-45,47-48,50-51,53-57,59,64-66,68,70-71,73-74H,17,19-20,26-34,60-61H2,1-4H3,(H,75,76)/b6-5+,9-7+,10-8+,13-11+,14-12+,18-15+,21-16+/t35?,36?,37?,38-,43?,44?,45?,47?,48?,50?,51?,53?,54+,55-,56+,57?,59?/m1/s1";"False";"0"
"CHEMBL1201015";"ALUMINUM ACETATE";"ACETIC ACID, ALUMINUM SALT|ACETIC ACID, ALUMINUM SALT (3:1)|ALUMINIUM ACETATE|ALUMINUM ACETATE|BURO-SOL";"";"4.0";"Bausch And Lomb Pharmaceuticals Inc|Bayer Pharmaceuticals Corp|Pharmafair Inc";"";"";"";"";"1976";"";"";"";"";"";"Astringent";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"1";"0";"Prescription Only";"CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Al+3]";"InChI=1S/3C2H4O2.Al/c3*1-2(3)4;/h3*1H3,(H,3,4);/q;;;+3/p-3";"False";"0"
"CHEMBL2110560";"PENTETATE CALCIUM TRISODIUM YB";"";"";"4.0";"3M Medical Products Div";"";"1971";"";"";"1976";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Unknown";"0";"0";"1";"0";"0";"Discontinued";"";"";"False";"0"
"CHEMBL46917";"CARBARIL";"CARBARIL|CARBARILO|CARBARYL|CARYLDERM|CLINICIDE|Carbaril|DERBAC|DERBAC-C|ENT-23969|NSC-27311|SULEO-C";"ENT-23969|NSC-27311";"4.0";"";"'-aril'";"";"antiviral (arildone derivatives)";"'-aril(-aril)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Withdrawn";"CNC(=O)Oc1cccc2ccccc12";"InChI=1S/C12H11NO2/c1-13-12(14)15-11-8-4-6-9-5-2-3-7-10(9)11/h2-8H,1H3,(H,13,14)";"True";"0"
"CHEMBL1909283";"MEBANAZINE";"ACTAMOL|MEBANAZINA|MEBANAZINE";"";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Withdrawn";"CC(NN)c1ccccc1";"InChI=1S/C8H12N2/c1-7(10-9)8-5-3-2-4-6-8/h2-7,10H,9H2,1H3";"True";"0"
"CHEMBL1200438";"TIOCONAZOLE";"NSC-759169|TIOCONAZOL|TIOCONAZOLE|TROSYL|TZ-3|UK-20,349|UK-20349|VAGISTAT-1";"NSC-759169|UK-20,349|UK-20349";"4.0";"Combe Inc|L Perrigo Co|Pfizer Laboratories Div Pfizer Inc";"'-conazole'";"1978";"systemic antifungals (miconazole type)";"'-conazole(-conazole)'";"1983";"G01AF08 | D01AC07";"G01AF - Imidazole derivatives | D01AC - Imidazole and triazole derivatives";"G01A - ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS | D01A - ANTIFUNGALS FOR TOPICAL USE";"G01 - GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS | D01 - ANTIFUNGALS FOR DERMATOLOGICAL USE";"G - GENITO URINARY SYSTEM AND SEX HORMONES | D - DERMATOLOGICALS";"Antifungal";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"0";"0";"1";"0";"Over the Counter";"Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1";"InChI=1S/C16H13Cl3N2OS/c17-12-1-2-13(14(18)7-12)15(8-21-5-4-20-10-21)22-9-11-3-6-23-16(11)19/h1-7,10,15H,8-9H2";"False";"0"
"CHEMBL1201056";"SULFACYTINE";"CI-636|NSC-356717|RENOQUID|SULFACITINA|SULFACITINE|SULFACYTINE";"CI-636|NSC-356717";"4.0";"Glenwood Inc";"'sulfa-'";"1972";"antimicrobials (sulfonamides derivatives)";"'sulfa-(sulfa-)'";"1975";"";"";"";"";"";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Discontinued";"CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O";"InChI=1S/C12H14N4O3S/c1-2-16-8-7-11(14-12(16)17)15-20(18,19)10-5-3-9(13)4-6-10/h3-8H,2,13H2,1H3,(H,14,15,17)";"False";"0"
"CHEMBL1259";"METOCURINE";"DIMETHYL TUBOCURARINE|DIMETHYLTUBOCURARINIUM|Dimethyltubocurarine|METOCURINE CATION|METOCURINE ION|Metocurine";"";"4.0";"Eli Lilly And Co";"'-ium'";"1975";"quaternary ammonium derivatives";"'-ium(-ium)'";"1982";"";"";"";"";"";"Neuromuscular Blocking Agent";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";"COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3";"InChI=1S/C40H48N2O6/c1-41(2)17-15-27-22-34(44-6)36-24-30(27)31(41)19-25-9-12-29(13-10-25)47-40-38-28(23-37(45-7)39(40)46-8)16-18-42(3,4)32(38)20-26-11-14-33(43-5)35(21-26)48-36/h9-14,21-24,31-32H,15-20H2,1-8H3/q+2/t31-,32+/m0/s1";"False";"0"
"CHEMBL1546";"HYDROXYAMPHETAMINE";"DL-4-HYDROXYAMPHETAMINE|DL-P-HYDROXYAMPHETAMINE|HIDROXIANFETAMINA|HYDROXYAMFETAMINE|Hydroxyamphetamine|NORVERITOL|NSC-170995|P-HYDROXYAMPHETAMINE|PHENOL, P-(2-AMINOPROPYL)-|PULSOTON|RACEMIC P-HYDROXYAMPHETAMINE";"NSC-170995";"4.0";"Akorn Operating Co Llc|Pharmics Inc";"";"";"";"";"1969";"";"";"";"";"";"Adrenergic (ophthalmic)";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"1";"0";"Prescription Only";"CC(N)Cc1ccc(O)cc1";"InChI=1S/C9H13NO/c1-7(10)6-8-2-4-9(11)5-3-8/h2-5,7,11H,6,10H2,1H3";"False";"0"
"CHEMBL1200356";"CYCLACILLIN";"CALTHOR|CICLACILINA|CICLACILLIN|CICLACILLINE|CYCLACILLIN|CYCLAPEN-W|Cyclapen|NSC-88789|VASTCILLIN|Vasticillin|WY-4508";"NSC-88789|WY-4508";"4.0";"Teva Pharmaceuticals Usa Inc|Wyeth Ayerst Laboratories";"'-cillin'";"1969";"penicillins";"'-cillin(-cillin)'";"1979";"";"";"";"";"";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Discontinued";"CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O";"InChI=1S/C15H23N3O4S/c1-14(2)9(12(20)21)18-10(19)8(11(18)23-14)17-13(22)15(16)6-4-3-5-7-15/h8-9,11H,3-7,16H2,1-2H3,(H,17,22)(H,20,21)/t8-,9+,11-/m1/s1";"False";"0"
"CHEMBL2105527";"TETRAZEPAM";"CB 4261|CB-4261|MYOLASTAN|TETRAZEPAM";"CB 4261|CB-4261";"4.0";"";"'-azepam'";"";"antianxiety agents (diazepam type)";"'-azepam(-azepam)'";"";"M03BX07";"M03BX - Other centrally acting agents";"M03B - MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS";"M03 - MUSCLE RELAXANTS";"M - MUSCULO-SKELETAL SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Withdrawn";"CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21";"InChI=1S/C16H17ClN2O/c1-19-14-8-7-12(17)9-13(14)16(18-10-15(19)20)11-5-3-2-4-6-11/h5,7-9H,2-4,6,10H2,1H3";"True";"0"
"CHEMBL282052";"METHAQUALONE";"CI-705|CN 38703|CN-38703|METACUALONA|METHAQUALONE|METHAQUALONEINONE|METOLQUIZOLONE|NSC-111388|NSC-111388-|NSC-126877|NSC-631628|QZ-2|R-148|TR-495";"CI-705|CN 38703|CN-38703|NSC-111388|NSC-111388-|NSC-126877|NSC-631628|QZ-2|R-148|TR-495";"4.0";"";"";"1962";"";"";"";"N05CM01 | N05CX02";"N05CM - Other hypnotics and sedatives | N05CX - Hypnotics and sedatives in combination, excl. barbiturates";"N05C - HYPNOTICS AND SEDATIVES | N05C - HYPNOTICS AND SEDATIVES";"N05 - PSYCHOLEPTICS | N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM | N - NERVOUS SYSTEM";"Sedative-Hypnotic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Withdrawn";"Cc1ccccc1-n1c(C)nc2ccccc2c1=O";"InChI=1S/C16H14N2O/c1-11-7-3-6-10-15(11)18-12(2)17-14-9-5-4-8-13(14)16(18)19/h3-10H,1-2H3";"True";"0"
"CHEMBL1257";"ENFLURANE";"ALYRANE|ANESTHETIC COMPOUND NO. 347|Anesthetic Compound No. 347|COMPOUND 347|EFRANE|ENFLURANE|ENFLURANO|ETHRANE|METHYLFLURETHER|NSC-115944|OHIO 347|R-E-235CA2";"ANESTHETIC COMPOUND NO. 347|NSC-115944|R-E-235CA2";"4.0";"Piramal Critical Care Inc|Abbott Laboratories Hosp Products Div|Baxter Healthcare Corp";"'-flurane'";"1970";"general inhalation anesthetics (halogenated alkane derivatives)";"'-flurane(-flurane)'";"1972";"N01AB04";"N01AB - Halogenated hydrocarbons";"N01A - ANESTHETICS, GENERAL";"N01 - ANESTHETICS";"N - NERVOUS SYSTEM";"Anesthetic (inhalation)";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"1";"0";"Prescription Only";"FC(F)OC(F)(F)C(F)Cl";"InChI=1S/C3H2ClF5O/c4-1(5)3(8,9)10-2(6)7/h1-2H";"False";"0"
"CHEMBL1102";"GLUTETHIMIDE";"DORIDEN|ELRODORM|GLUTETHIMIDE|GLUTETIMIDA|Glutethimide|NOXYRON|NSC-95239|RIGENOX|SARODORMIN";"NSC-95239";"4.0";"Sanofi Aventis Us Llc|Halsey Drug Co Inc|Lannett Co Inc|Vitarine Pharmaceuticals Inc|Watson Laboratories Inc|Upsher Smith Laboratories Llc|Ucb Inc";"";"";"";"";"1976";"N05CE01";"N05CE - Piperidinedione derivatives";"N05C - HYPNOTICS AND SEDATIVES";"N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM";"Sedative-Hypnotic";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"0";"Discontinued";"CCC1(c2ccccc2)CCC(=O)NC1=O";"InChI=1S/C13H15NO2/c1-2-13(10-6-4-3-5-7-10)9-8-11(15)14-12(13)16/h3-7H,2,8-9H2,1H3,(H,14,15,16)";"False";"0"
"CHEMBL931";"HALOTHANE";"FLUOTHANE|FREON 123B1|HALOTANO|HALOTHANE|HALOTHANUM|Halothane|NSC-143490|Rhidialothan";"FREON 123B1|NSC-143490";"4.0";"Bh Chemicals Inc|Halocarbon Laboratories Div Halocarbon Products Corp|Hospira Inc|Wyeth Ayerst Laboratories";"";"";"";"";"1958";"N01AB01";"N01AB - Halogenated hydrocarbons";"N01A - ANESTHETICS, GENERAL";"N01 - ANESTHETICS";"N - NERVOUS SYSTEM";"Anesthetic (inhalation)";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"1";"0";"Discontinued";"FC(F)(F)C(Cl)Br";"InChI=1S/C2HBrClF3/c3-1(4)2(5,6)7/h1H";"False";"0"
